AAL;AAR;100.089
AAL;OSL;352.979
AAR;BMA;551.792
AAR;GOT;182.281
AAR;OSL;434.634
ABC;BCN;425.261
ABI;DFW;253.814
ABQ;AUS;995.664
ABQ;BNA;1807.35
ABQ;CMH;2160.54
ABQ;DFW;915.542
ABQ;MCI;1156.1
ABQ;MEM;1515.86
ABQ;MTY;1201.13
ABQ;ORD;1798.94
ABQ;PHL;2811.7
ABQ;STL;1502.53
ABV;LHR;4761.84
ABX;SYD;451.294
ABZ;LHR;647.075
ACA;AUS;1503.23
ACA;DFW;1808.54
ACA;ORD;3016.04
ACA;RIC;3181.49
ACC;LHR;5085.29
ACE;AGP;1207.95
ACE;MAD;1574.47
ACE;SVQ;1182.32
ACT;DFW;143.7
ADB;LGW;2571.66
ADL;ASP;1313.32
ADL;BNE;1621.16
ADL;CBR;972.426
ADL;DRW;2613.09
ADL;HKG;6838.75
ADL;MEL;642.519
ADL;OLP;518.297
ADL;PER;2119.74
ADL;SIN;5391.88
ADL;SYD;1166.73
AEP;BRC;1336.77
AEP;COR;649.557
AEP;CRD;1463.41
AEP;EZE;31.191
AEP;FTE;2068.56
AEP;IGR;1048.81
AEP;MDZ;980.54
AEP;NQN;996.089
AEP;RGL;2086.33
AEP;SLA;1273.81
AEP;UAQ;990.571
AEP;USH;2380.72
AEX;DFW;457.893
AGJ;OKA;59.67
AGP;CMN;462.759
AGP;CPH;2472.81
AGP;IBZ;571.837
AGP;LGW;1644.19
AGP;LHR;1675.59
AGP;LPA;1409.26
AGP;MAD;431.597
AGP;MLN;208.137
AGP;OVD;775.963
AGP;SDR;751.947
AGP;TFN;1433.81
AGP;TNG;165.294
AGP;VLC;470.891
AGP;VLL;559.38
AGU;DFW;1345.11
AKJ;HND;929.883
AKJ;ITM;1156.28
AKJ;KIX;1198.93
AKL;BNE;2297.79
AKL;CHC;744.819
AKL;HKG;9134.6
AKL;LAX;10467.1
AKL;MEL;2643.57
AKL;SCL;9673.9
AKL;SYD;2164.2
AKL;WLG;479.501
AKL;ZQN;1024.5
ALC;BIO;591.582
ALC;IBZ;180.611
ALC;LGW;1430.02
ALC;LPA;1793.97
ALC;MAD;356.973
ALC;OVD;745.811
ALC;SDR;633.958
ALC;SVQ;479.167
ALC;TFN;1822.6
ALG;LHR;1668.6
ALG;MAD;725.8
AMA;DFW;501.998
AMS;BUD;1171.36
AMS;HEL;1525.5
AMS;HKG;9306.67
AMS;LCY;336.091
AMS;LGW;365.761
AMS;LHR;371.332
AMS;MAD;1458.99
AMS;NRT;9342.22
ANF;IQQ;323.277
ANF;LSC;720.95
ANF;SCL;1103.03
ANU;GND;567.855
ANU;LGW;6568.4
ANU;MIA;2140.06
ANU;SJU;468.994
ANU;SKB;100.363
ANU;TAB;670.443
AOJ;CTS;241.445
AOJ;HND;580.746
AOJ;ITM;806.002
AOJ;NGO;736.335
AQP;CUZ;312.739
AQP;JUL;180.651
AQP;LIM;764.625
ARI;CPO;958.657
ARI;IQQ;242.613
ARI;SCL;1667.3
ARM;SYD;381.28
ARN;BUD;1362.3
ARN;HEL;400.013
ARN;LHR;1465.76
ARN;MAD;2602.56
ASJ;HND;1235.12
ASJ;ITM;889.369
ASJ;KOJ;386.253
ASJ;OKA;321.175
ASP;AYQ;333.665
ASP;BNE;1968.44
ASP;CNS;1454.49
ASP;DRW;1301.49
ASP;MEL;1857.2
ASP;PER;1979.07
ASP;SYD;2020.84
ATH;BUD;1122.61
ATH;LHR;2430.7
ATH;MAD;2383.17
ATL;AUS;1308.16
ATL;DFW;1177.04
ATL;DTW;956.501
ATL;GUA;2198.3
ATL;IAH;1109.14
ATL;ICT;1257.84
ATL;LGW;6805.94
ATL;MCI;1114.41
ATL;MEX;2141
ATL;MIA;956.89
ATL;MSP;1458.99
ATL;OKC;1224.22
ATL;ORD;974.941
ATL;PSP;2960.73
ATL;SAT;1406.87
ATL;SNA;3087.99
ATL;STL;778.976
ATL;TUL;1084.35
AUA;BOS;3310.82
AUA;DFW;3558.67
AUA;JFK;3139.56
AUA;MIA;1823.67
AUA;STL;3535.85
AUH;LHR;5523.1
AUH;MCT;381.168
AUS;BOS;2733.07
AUS;BWI;2159.72
AUS;DCA;2117.04
AUS;DEN;1247.42
AUS;DFW;305.565
AUS;ELP;850.37
AUS;EWR;2419.86
AUS;FLL;1778.39
AUS;HSV;1136.18
AUS;ICT;827.232
AUS;IND;1479.3
AUS;LAS;1753.74
AUS;LAX;1998.09
AUS;MCI;1045.3
AUS;MCO;1599.99
AUS;ORD;1573.37
AUS;PHL;2301.97
AUS;SDF;1409.82
AUS;SJC;2375.33
AUS;SMF;2382.85
AUS;STL;1161.03
AUS;TUS;1282.35
AUS;XNA;744.19
AXA;SJU;312.585
AXT;CTS;372.02
AXT;HND;452.632
AXT;ITM;683.459
AXT;KIX;725.324
AXT;NKM;564.896
AYQ;CNS;1788.03
AYQ;PER;1646.03
AYQ;SYD;2179.61
AYT;LGW;2913.04
AZO;ORD;196.673
BAH;DOH;145.747
BAH;DXB;487.781
BAH;HKG;6403.58
BAH;LHR;5100.02
BBA;PMC;510.142
BBA;SCL;1392.53
BBA;ZCO;797.941
BCI;BNE;891.794
BCI;LRE;105.901
BCI;RMA;480.986
BCN;BJZ;804.138
BCN;BLQ;833.001
BCN;BOG;8516.86
BCN;BOS;5873.39
BCN;CCS;7493.01
BCN;CQM;571.684
BCN;EAS;392.408
BCN;EZE;10457.5
BCN;GIG;8499.11
BCN;GRU;8742.42
BCN;GUA;9168.84
BCN;GYE;9497.33
BCN;HAV;7917.88
BCN;HEL;2631.69
BCN;IAD;6532.71
BCN;IBZ;275.809
BCN;JFK;6166.08
BCN;JNB;7938.92
BCN;LCY;1145.22
BCN;LEI;626.388
BCN;LEN;656.487
BCN;LGW;1108.74
BCN;LHR;1148.19
BCN;LIM;9999.81
BCN;MAD;483.928
BCN;MAH;241.252
BCN;MEX;9496.01
BCN;MIA;7559.15
BCN;MJV;463.263
BCN;MRS;350.841
BCN;MVD;10310
BCN;NCE;497.114
BCN;NTE;714.149
BCN;ORD;7112.18
BCN;ORY;825.8
BCN;OVD;713.156
BCN;PNA;349.105
BCN;PTY;8639.25
BCN;RGS;487.219
BCN;RJL;387.1
BCN;SCL;11131.5
BCN;SDQ;7171.86
BCN;SDR;540.289
BCN;SJO;8976.51
BCN;SJU;6864.19
BCN;SLM;637.545
BCN;TNG;931.235
BCN;TRN;626.443
BCN;UIO;9233.18
BCN;VIT;434.575
BCN;VLC;295.847
BCN;VLL;580.286
BDA;JFK;1226.57
BDA;LGW;5552.12
BDA;MIA;1683.07
BDA;PHX;4391.07
BDB;BNE;286.153
BDL;CZM;2726.15
BDL;DFW;2366.98
BDL;MIA;1922.17
BDL;ORD;1260.32
BDL;PLS;2236.38
BDL;RDU;855.704
BDL;SJU;2681.21
BDL;SNA;4034.77
BDL;STL;1540.92
BDL;UVF;3324.99
BEG;LHR;1705.84
BEY;BUD;2034.31
BGI;BOS;3431.14
BGI;JFK;3357.68
BGI;LGW;6760.26
BGI;MIA;2592.28
BGI;SJU;915.705
BHM;DFW;961.079
BHM;IAH;904.662
BHM;MSP;1374.01
BHM;PHX;2341.31
BHM;SAT;1197.92
BIO;BJZ;589.572
BIO;LCG;443.503
BIO;MAD;316.548
BIO;SCQ;450.306
BIO;SVQ;700.535
BIO;VGO;482.609
BIO;VLC;469.497
BJX;DFW;1390.28
BJZ;MAD;330.998
BKI;HKG;1823.05
BKK;BOM;3034.12
BKK;CMB;2393.16
BKK;DXB;4909.13
BKK;HEL;7911.7
BKK;HKG;1713.4
BKK;KHI;3729.78
BKK;KIX;4160.91
BKK;LHR;9588.65
BKK;NGO;4310.68
BKK;NRT;4649.91
BKK;SIN;1409.81
BKK;SYD;7502.01
BKQ;BNE;836.909
BKQ;LRE;160.57
BLL;BRU;621.582
BLL;CDG;872.354
BLL;DUS;519.939
BLL;HEL;1060.52
BLL;LCY;763.479
BLL;MAN;784.643
BLQ;LGW;1128.59
BLQ;MAD;1298.48
BLQ;VLC;1123.02
BLR;HKG;4001.05
BLR;LHR;8071.04
BLT;BNE;602.61
BLT;EMD;64.208
BLT;ZBL;195.067
BME;MEL;3119.07
BME;PER;1687.22
BMI;DFW;1110.04
BMI;ORD;187.059
BNA;BOS;1516.77
BNA;DCA;904.202
BNA;DFW;1015.81
BNA;ELP;1878.9
BNA;LAX;2892.72
BNA;LGA;1229.77
BNA;MIA;1296.99
BNA;OKC;990.63
BNA;ORD;658.489
BNA;SFO;3167.96
BNA;SLC;2259.65
BNA;STL;437.624
BNA;TPA;984.458
BNA;TUS;2275.84
BNA;UVF;3569.51
BNA;YYZ;1031.83
BNE;CBR;954.181
BNE;CNS;1387.69
BNE;CTL;689.359
BNE;DRW;2850.18
BNE;EMD;652.059
BNE;GLT;433.31
BNE;HKG;6911.66
BNE;HVB;230.032
BNE;ISA;1572.08
BNE;KTA;3756.16
BNE;LAX;11525.1
BNE;LDH;738.816
BNE;LRE;990.601
BNE;MEL;1379.22
BNE;MKY;795.645
BNE;MNL;5787.37
BNE;NOU;1451.37
BNE;NRT;7116.07
BNE;NTL;610.855
BNE;PER;3614.32
BNE;RMA;441.041
BNE;ROK;516.921
BNE;SIN;6140.58
BNE;SYD;750.798
BNE;TSV;1109.92
BNE;WLG;2512.09
BNE;ZBL;420.941
BOD;LGW;703.776
BOD;MAD;535.182
BOG;MAD;8033.75
BOG;MIA;2424.19
BOG;SCL;4230.86
BOM;DXB;1927.86
BOM;HEL;5925.74
BOM;HKG;4307.17
BOM;LHR;7221.08
BOM;SYD;10151.9
BON;SJU;739.189
BOS;CMH;1030.44
BOS;DCA;642.197
BOS;DEN;2822.96
BOS;DFW;2513.4
BOS;HDN;3011.58
BOS;IAH;2570.32
BOS;JFK;300.508
BOS;LAS;3831.67
BOS;LAX;4202.31
BOS;LGA;297.074
BOS;LHR;5254.16
BOS;MAD;5487.27
BOS;MIA;2024.97
BOS;NRT;10785.3
BOS;ORD;1394.78
BOS;PLS;2286.33
BOS;RDU;984.792
BOS;SAL;3647.24
BOS;SDQ;2656.49
BOS;SEA;4016.55
BOS;SFO;4351.96
BOS;SJC;4327.27
BOS;SJO;3811.12
BOS;SJU;2694.34
BOS;SLC;3388.38
BOS;SNA;4171.48
BOS;STL;1684.53
BOS;STT;2724.24
BOS;XNA;2111.78
BOS;YYZ;717.715
BRU;BUD;1141.64
BRU;HEL;1650.72
BRU;JFK;5901.58
BRU;LHR;351.6
BRU;MAD;1313.97
BRU;ORD;6693.96
BRU;OVD;1138.06
BSL;LHR;721.491
BTR;DFW;616.466
BUD;CDG;1250.97
BUD;CLJ;343.949
BUD;CPH;1017.87
BUD;DAM;2128.39
BUD;DME;1563.66
BUD;DUB;1919.49
BUD;FCO;836.46
BUD;FRA;838.121
BUD;GOT;1230.84
BUD;GVA;1010.51
BUD;HAM;950.554
BUD;HEL;1480.58
BUD;IST;1046.89
BUD;KBP;911.549
BUD;LCA;1838.04
BUD;LGW;1468.6
BUD;LHR;1493.14
BUD;LJU;390.053
BUD;MAD;1978.11
BUD;MXP;831.504
BUD;ODS;876.163
BUD;OTP;618.242
BUD;PRG;471.649
BUD;PRN;558.44
BUD;SJJ;407.896
BUD;SKG;824.108
BUD;SKP;636.598
BUD;SOF;619.901
BUD;STR;760.145
BUD;SVX;2975.54
BUD;TGD;564.262
BUD;TGM;407.006
BUD;TIA;670.203
BUD;TLV;2165.94
BUD;TSR;241.122
BUD;TXL;712.06
BUD;VAR;817.551
BUD;VCE;571.808
BUD;WAW;540.162
BUD;ZAG;308.355
BUD;ZRH;806.806
BUF;ORD;761.625
BUR;DFW;1981.77
BUR;IAH;2217.43
BUR;IND;2904.23
BUR;ORF;3803.45
BUR;SDF;2951.9
BWI;CCS;3307.84
BWI;DFW;1958.16
BWI;IAH;1987.78
BWI;ICT;1817.48
BWI;JFK;295.749
BWI;KIN;2354.05
BWI;LHR;5848.58
BWI;MCI;1555.51
BWI;MIA;1522.16
BWI;MSY;1606.75
BWI;ORD;1000.15
BWI;SAN;3693.43
BWI;SDQ;2396.66
BWI;SJU;2518.5
BZE;DFW;1913.16
BZE;LAX;3503.82
BZE;MIA;1233.69
BZE;SEA;4538.96
CAI;LHR;3535.86
CAI;MAD;3356.15
CAN;KIX;2457.14
CAN;NGO;2607.16
CAN;NRT;2946.96
CBR;MEL;470.015
CBR;PER;3091.35
CBR;SYD;236.275
CCP;SCL;428.578
CCS;DFW;3942.36
CCS;JFK;3394.3
CCS;MAD;7009.81
CCS;MIA;2188.61
CCS;PHL;3343.66
CCS;SCL;4885.24
CCS;SJU;873.517
CCU;LHR;7996.93
CDG;DFW;7962.62
CDG;HEL;1900.07
CDG;HKG;9624.07
CDG;JFK;5849.49
CDG;LHR;348.229
CDG;MIA;7384.88
CDG;NGO;9674.93
CDG;NRT;9733.83
CDG;ORD;6682.78
CEB;HKG;1689.3
CFE;MAD;803.225
CFS;SYD;441.675
CGK;HKG;3251.48
CGK;NRT;5824.98
CGK;SYD;5517.41
CHA;DFW;1118.44
CHA;ORD;805.819
CHC;ROT;677.298
CHC;SYD;2129
CHC;ZQN;347.415
CHS;DFW;1588.6
CID;DFW;1102.83
CID;LGA;1495.67
CID;ORD;315.819
CID;STL;366.379
CIX;LIM;651.091
CJA;LIM;560.711
CJC;SCL;1221.37
CKG;HKG;1114.91
CLE;DFW;1643.26
CLE;JFK;683.933
CLE;LGA;673.67
CLE;ORD;507.874
CLL;DFW;263.785
CLO;MIA;2497.21
CLT;DFW;1506.3
CLT;MIA;1046.24
CLT;ORD;964.51
CLT;SAT;1762.48
CLT;SJD;3086.52
CLT;SLC;2779.69
CLT;STL;925.83
CLT;YYC;3176.7
CMB;HKG;4041.04
CMB;SIN;2751.9
CMH;DEN;1857.35
CMH;DFW;1490.32
CMH;LGA;770.363
CMH;MIA;1593.8
CMH;ORD;475.638
CMH;PDX;3272.67
CMH;RDU;582.371
CMI;DFW;1114.49
CMI;ORD;217.646
CMN;MAD;867.986
CMN;VLC;930.909
CNF;MIA;6378.4
CNS;DRW;1677.29
CNS;GOV;1089.81
CNS;HID;791.199
CNS;HKG;5534.43
CNS;HTI;511.325
CNS;MEL;2305.21
CNS;MKY;595.755
CNS;PER;3433.28
CNS;SYD;1966.13
CNS;TSV;282.911
CNS;WEI;621.778
COR;SCL;660.14
COS;DAY;1765.71
COS;DFW;952.716
COS;IAD;2355.5
COS;IAH;1301.61
COS;MCI;865.799
COS;MEM;1374.97
COS;RDU;2311.26
COS;SDF;1653.1
CPH;HEL;894.736
CPH;LHR;981.897
CPH;MAD;2060.33
CPO;IQQ;716.216
CPO;LSC;343.869
CPO;SCL;712.697
CPT;DUR;1247.46
CPT;JNB;1270.57
CPT;LHR;9646.7
CQM;LPA;1621.79
CRP;DFW;570.033
CSX;HKG;658.027
CTA;LGW;1939.46
CTL;RMA;250.941
CTS;FUK;1415.42
CTS;GAJ;497.237
CTS;HIJ;1198.92
CTS;HKG;3409.17
CTS;HNA;374.584
CTS;HND;818.662
CTS;ITM;1039.45
CTS;KIX;1082.09
CTS;MMB;235.089
CTS;NGO;975.511
CTS;NRT;786.381
CTS;SDJ;518.908
CTS;UKB;1063.91
CTU;HKG;1370.83
CUN;DFW;1654.59
CUN;JFK;2502
CUN;MCO;993.535
CUN;MIA;854.524
CUN;ORD;2324.07
CUN;SCL;6260.93
CUN;SJU;2205.32
CUR;MIA;1918.76
CUU;DFW;972.1
CUZ;IQT;1088.88
CUZ;JUL;287.227
CUZ;LIM;586.361
CUZ;PEM;311.121
CUZ;TCQ;530.664
CVG;DFW;1306.17
CVG;MIA;1525.97
CVG;ORD;425.493
CWA;ORD;340.991
CZM;DCA;2242.35
CZM;DFW;1698.5
CZM;MIA;895.43
DAC;HKG;2441.43
DAC;LHR;8028.5
DAL;ORD;1284.64
DAR;LHR;7491.39
DAY;DFW;1385.78
DAY;LAS;2736.24
DAY;MSY;1229.12
DAY;ONT;3023.64
DAY;STL;545.493
DBO;SYD;309.548
DBQ;ORD;236.392
DBV;LGW;1693.32
DCA;DEN;2375.1
DCA;DFW;1918.31
DCA;IAH;1943.62
DCA;JFK;342.614
DCA;KIN;2318.26
DCA;LAS;3361.48
DCA;LAX;3719.17
DCA;MIA;1479.84
DCA;MSP;1497.66
DCA;MSY;1559.93
DCA;ORD;984.65
DCA;PHX;3184.52
DCA;PLS;1947.3
DCA;RDU;364.669
DCA;SAN;3662.57
DCA;SEA;3747.42
DCA;STL;1157.22
DCA;TPA;1309.44
DCA;TUL;1688.99
DCA;TUS;3146.76
DEL;HEL;5229.14
DEL;HKG;3779.46
DEL;LHR;6744.08
DEL;NRT;5920.67
DEL;ORD;12044.1
DEN;DFW;1031.94
DEN;DTW;1806.84
DEN;IND;1571.59
DEN;LAX;1387.03
DEN;LGA;2606.44
DEN;LHR;7516.46
DEN;MFE;1631.31
DEN;MIA;2750.3
DEN;ORD;1429.57
DEN;STL;1238.55
DEN;TPA;2424.46
DEN;VVI;7686.91
DFW;DSM;1004.03
DFW;DTW;1587.33
DFW;EGE;1159.89
DFW;ELP;887.115
DFW;EVV;1033.36
DFW;EWR;2208.48
DFW;EZE;8506.28
DFW;FAT;2113.43
DFW;FLL;1800.79
DFW;FRA;8276.34
DFW;FSM;365.946
DFW;FWA;1382.4
DFW;GCM;2170.08
DFW;GDL;1505.62
DFW;GGG;225.582
DFW;GJT;1243.38
DFW;GPT;804.311
DFW;GRK;216.201
DFW;GRR;1498.48
DFW;GRU;8225.62
DFW;GSO;1607.93
DFW;GSP;1387.23
DFW;GUA;2132.78
DFW;GUC;1091.56
DFW;HDN;1237.78
DFW;HNL;6090.53
DFW;HOU;397.491
DFW;HSV;969.67
DFW;IAD;1885.73
DFW;IAH;360.927
DFW;ICT;528.546
DFW;IND;1224.76
DFW;JAC;1684.27
DFW;JAN;656.633
DFW;JAX;1478.06
DFW;JFK;2238.69
DFW;LAS;1698.24
DFW;LAW;225.093
DFW;LAX;1987.43
DFW;LBB;453.739
DFW;LEX;1262.82
DFW;LFT;564.706
DFW;LGA;2235.11
DFW;LHR;7644.72
DFW;LIR;2736.05
DFW;LIT;489.779
DFW;LRD;637.563
DFW;MAF;497.065
DFW;MBJ;2487.52
DFW;MCI;740.336
DFW;MCO;1584.82
DFW;MEM;694.439
DFW;MEX;1504.97
DFW;MFE;753.979
DFW;MIA;1803.9
DFW;MKE;1373.05
DFW;MLI;1111.42
DFW;MLU;470.764
DFW;MOB;867.789
DFW;MSN;1321.41
DFW;MSP;1370.64
DFW;MSY;720.202
DFW;MTJ;1161.53
DFW;MTY;843.27
DFW;NAS;2092.45
DFW;NRT;10343.9
DFW;OGG;5971.6
DFW;OKC;281.71
DFW;OMA;938.414
DFW;ONT;1912.45
DFW;ORD;1290.34
DFW;ORF;1951.26
DFW;PBI;1774.24
DFW;PDX;2600.35
DFW;PHL;2096.47
DFW;PHX;1396.81
DFW;PIA;1082.07
DFW;PIT;1717.91
DFW;PNS;971.506
DFW;POS;4406.52
DFW;PSP;1812.21
DFW;PTY;3202.41
DFW;PVR;1579.57
DFW;RDU;1707.99
DFW;RIC;1863.02
DFW;RNO;2164.41
DFW;ROW;700.722
DFW;RSW;1635.92
DFW;SAN;1884.4
DFW;SAT;397.032
DFW;SAV;1489.08
DFW;SBA;2117.28
DFW;SCL;7836
DFW;SDF;1179.11
DFW;SEA;2671.05
DFW;SFO;2356.72
DFW;SGF;586.018
DFW;SHV;305.417
DFW;SJC;2314.94
DFW;SJD;1647.28
DFW;SJO;2857.32
DFW;SJT;368.24
DFW;SJU;3484.43
DFW;SLC;1591.08
DFW;SLP;1240.05
DFW;SMF;2302.89
DFW;SNA;1939.03
DFW;SPS;181.501
DFW;STL;885.27
DFW;TAM;1177.46
DFW;TPA;1494.67
DFW;TRC;1021.04
DFW;TUL;381.136
DFW;TUS;1308.41
DFW;TXK;290.812
DFW;TYR;164.872
DFW;TYS;1241.74
DFW;VPS;1031.49
DFW;XNA;451.375
DFW;YUL;2435.01
DFW;YVR;2822.17
DFW;YYC;2451.42
DFW;YYZ;1929.99
DFW;ZIH;1751.39
DKR;LPA;1476.74
DKR;MAD;3158.15
DLC;HKG;1973.71
DLC;KIX;1322.19
DLC;NRT;1703.71
DME;LHR;2552.95
DME;MAD;3443.82
DME;NRT;7532.1
DME;ORD;8064.88
DOH;LHR;5245.63
DOM;SJU;594.202
DPO;MEL;411.494
DPS;HKG;3437.55
DPS;KIX;5227.16
DPS;NRT;5592.1
DRW;GOV;646.821
DRW;PER;2646.71
DRW;SYD;3150.46
DSM;LGA;1659.69
DSM;ORD;481.35
DSM;STL;417.543
DTW;GCM;2548.05
DTW;LGA;807.123
DTW;MIA;1842.75
DTW;OKC;1447.9
DTW;ORD;377.387
DTW;PDX;3143.41
DTW;SLC;2384.07
DTW;TUS;2678.53
DTW;YUL;852.868
DTW;YYC;2523.77
DUB;LCY;479.661
DUB;LGW;485.694
DUB;MAD;1451.55
DUB;ORD;5911.95
DUR;JNB;500.871
DUS;HEL;1511.56
DUS;LHR;503.453
DUS;MAD;1440.23
DXB;HKG;5957.14
DXB;LHR;5504.88
EAS;MAD;350.44
EBB;LHR;6483.46
EDI;LCY;543.82
EDI;LGW;574.409
EDI;LHR;533.492
EGE;JFK;2809.5
EGE;LAX;1203.46
EGE;LGA;2799.41
EGE;MIA;2913.59
EGE;ORD;1621.62
EIS;SJU;154.114
ELP;LAX;1149.79
ELP;MCO;2439.23
ELP;MFE;1008.66
ELP;ORD;1989.41
ELP;PHL;2934.76
ELP;SAT;798.398
ELP;STL;1644.07
ELP;TPA;2337.08
ELP;TUL;1083.69
EVV;ORD;438.801
EWR;LAX;3949.77
EWR;LHR;5576.58
EWR;MIA;1746.94
EWR;MSP;1622.6
EWR;ORD;1157.41
EWR;PHX;3432.6
EWR;SEA;3865
EWR;STL;1403.74
EYW;MIA;201.762
EZE;FLN;1237.34
EZE;GRU;1721.26
EZE;GYE;4238.8
EZE;JFK;8499.92
EZE;LAX;9840.18
EZE;LHR;11110.6
EZE;MAD;10061.9
EZE;MIA;7089.98
EZE;MVD;229.157
EZE;PUJ;5999.17
EZE;SCL;1140.63
EZE;SYD;11789.7
FAO;LGW;1687.11
FAT;HSV;2976.05
FAT;LAX;336.161
FAT;MEX;2782.12
FCO;HEL;2234.94
FCO;HKG;9319.26
FCO;JFK;6884.05
FCO;LGW;1407.47
FCO;LHR;1446.27
FCO;MAD;1333.89
FCO;NRT;9928.15
FDF;SJU;682.626
FKS;ITM;525.274
FKS;KIX;561.694
FKS;OKA;1718.55
FLL;IND;1617.54
FLL;JFK;1719.82
FLL;KIN;965.504
FLL;LAX;3769.64
FLL;ORD;1901.95
FLL;PAP;1158.69
FLL;SFO;4157.48
FLL;SJO;1830.26
FLL;STL;1700.21
FLN;SCL;2221.43
FNT;ORD;359.291
FOC;HKG;685.184
FPO;MIA;180.596
FRA;HEL;1543.07
FRA;HKG;9188.78
FRA;LCY;620.622
FRA;LHR;655.192
FRA;MAD;1419.77
FRA;NRT;9391.73
FRA;ORD;6989.39
FRA;SCL;12079.8
FRA;SIN;10284.7
FRA;SYD;16494.4
FRA;ZAZ;1188.69
FTE;USH;567.912
FUE;MAD;1634.08
FUE;SVQ;1241.53
FUK;HKG;2024.79
FUK;HND;883.044
FUK;ITM;478.581
FUK;KCZ;298.895
